config,group,case,target,mode,policy,n,latency_mean,latency_p95,paired_reduction_pct,ci95_low,ci95_high,tasks,sram_high_water_bytes,search_unique,search_budget_exhausted
qwen35_full_decode_attention_fused__two_core__deterministic,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,deterministic,B0,32,8034.5,8034.5,-1.9347881248414107,-1.9347881248414107,-1.9347881248414107,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__deterministic,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,deterministic,B2,32,8068.5,8068.5,-2.366150723166709,-2.366150723166709,-2.366150723166709,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__deterministic,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,deterministic,B8,32,8170.5,8170.5,-3.6602385181426036,-3.6602385181426036,-3.6602385181426036,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__deterministic,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,deterministic,H2,32,8068.5,8068.5,-2.366150723166709,-2.366150723166709,-2.366150723166709,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__service,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,service,S8,32,8461.497386912355,9831.343196578113,-1.8044792735010764,-1.8736783831456763,-1.7352801638564765,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__service,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,service,S,32,8312.49985001927,9673.745089514572,0.0,0.0,0.0,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__service,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,service,B0,32,8456.32938484923,9831.343196578113,-1.7338142146384308,-1.8638151929560365,-1.603813236320825,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__service,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,service,B2,32,8490.32938484923,9865.343196578113,-2.147229679268223,-2.27878916069361,-2.0156701978428355,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__service,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,service,B8,32,8592.401279826043,9967.343196578113,-3.388572941007306,-3.5336407321689203,-3.243505149845692,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__service,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,service,H2,32,8490.32938484923,9865.343196578113,-2.147229679268223,-2.27878916069361,-2.0156701978428355,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__calendar,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,calendar,S8,32,12043.826589079403,12116.792924773417,-1.2853341584879765,-1.33548193565665,-1.235186381319303,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__calendar,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,calendar,S,32,11890.96426448525,11936.5,0.0,0.0,0.0,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__calendar,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,calendar,B0,32,12043.826589079403,12116.792924773417,-1.2853341584879765,-1.33548193565665,-1.235186381319303,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__calendar,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,calendar,B2,32,12093.315810528444,12153.8241789738,-1.701944549843882,-1.7940987423906494,-1.6097903572971148,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__calendar,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,calendar,B8,32,12242.935948207547,12291.000000000004,-2.9606597464701863,-3.116813177292185,-2.8045063156481875,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__calendar,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,calendar,H2,32,12093.315810528444,12153.8241789738,-1.701944549843882,-1.7940987423906494,-1.6097903572971148,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__combined,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,combined,S8,32,12727.00955411372,14918.593196570615,-0.997725417312996,-1.1502478233038151,-0.845203011322177,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__combined,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,combined,S,32,12603.44636148617,14858.495089514572,0.0,0.0,0.0,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__combined,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,combined,B0,32,12727.251945524693,14919.343196578113,-0.9998376127273411,-1.1526267516831683,-0.8470484737715138,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__combined,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,combined,B2,32,12761.136829632458,14951.093196578113,-1.2689315971133515,-1.4203848342141496,-1.1174783600125533,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__combined,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,combined,B8,32,12889.093480234536,15172.378111260397,-2.288312897180207,-2.3881050479222745,-2.1885207464381393,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__combined,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,combined,H2,32,12761.136829632458,14951.093196578113,-1.2689315971133515,-1.4203848342141496,-1.1174783600125533,28,149824,151,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,deterministic,S8,32,9768.0,9768.0,-2.7129337539432177,-2.7129337539432177,-2.7129337539432177,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,deterministic,S,32,9510.0,9510.0,0.0,0.0,0.0,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,deterministic,B0,32,9768.0,9768.0,-2.7129337539432177,-2.7129337539432177,-2.7129337539432177,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,deterministic,B2,32,9806.0,9806.0,-3.1125131440588856,-3.1125131440588856,-3.1125131440588856,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,deterministic,B8,32,9920.0,9920.0,-4.311251314405888,-4.311251314405888,-4.311251314405888,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,deterministic,H2,32,9806.0,9806.0,-3.1125131440588856,-3.1125131440588856,-3.1125131440588856,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,service,S8,32,9987.845987343439,11322.353689142828,-1.914581167230202,-2.954532378898243,-0.8746299555621608,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,service,S,32,9802.87382390752,10962.64333833244,0.0,0.0,0.0,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,service,B0,32,9936.156264737745,11322.353689142828,-1.3587889095681902,-2.547586869220472,-0.16999094991590846,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,service,B2,32,9974.133272555322,11360.353689142828,-1.748567215663994,-2.937807105083537,-0.5593273262444511,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,service,B8,32,10088.237563737433,11474.505254244526,-2.919723761438689,-4.110149158012118,-1.72929836486526,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,service,H2,32,9974.133272555322,11360.353689142828,-1.748567215663994,-2.937807105083537,-0.5593273262444511,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,calendar,S8,32,13670.806711748835,13698.0,-4.014301543801223,-4.22353635592703,-3.8050667316754168,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,calendar,S,32,13143.486522698062,13237.605424773417,0.0,0.0,0.0,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,calendar,B0,32,13670.806711748835,13698.0,-4.014301543801223,-4.22353635592703,-3.8050667316754168,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,calendar,B2,32,13736.16027450172,13772.0,-4.5113967364984555,-4.721413815639219,-4.301379657357692,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,calendar,B8,32,13872.930895079342,13910.461685569264,-5.5513296044475275,-5.693357387201598,-5.409301821693457,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,calendar,H2,32,13736.16027450172,13772.0,-4.5113967364984555,-4.721413815639219,-4.301379657357692,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,combined,S8,32,13961.678200965316,16143.396945824312,-3.967283236958459,-5.140645715513406,-2.7939207584035124,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,combined,S,32,13449.69179572488,15637.215688896888,0.0,0.0,0.0,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,combined,B0,32,13913.086495588437,16143.396945824312,-3.6164467410094923,-4.927809955644296,-2.305083526374688,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,combined,B2,32,13951.548378304606,16200.0961799179,-3.905021826829736,-5.208055647352588,-2.6019880063068834,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,combined,B8,32,14090.10364075708,16303.80686331334,-4.938553789141279,-6.243192903823005,-3.633914674459553,37,205312,152,True
flux2_klein4b_double_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_double_scaled_attention_aggregate_cond_resident,two_core,combined,H2,32,13951.548378304606,16200.0961799179,-3.905021826829736,-5.208055647352588,-2.6019880063068834,37,205312,152,True
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,deterministic,S8,32,8462.0,8462.0,0.0,0.0,0.0,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,deterministic,S,32,8462.0,8462.0,0.0,0.0,0.0,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,deterministic,B0,32,8463.0,8463.0,-0.01181753722524226,-0.01181753722524226,-0.01181753722524226,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,deterministic,B2,32,8485.0,8485.0,-0.27180335618057194,-0.27180335618057194,-0.27180335618057194,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,deterministic,B8,32,8551.0,8551.0,-1.051760813046561,-1.051760813046561,-1.051760813046561,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__deterministic,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,deterministic,H2,32,8485.0,8485.0,-0.27180335618057194,-0.27180335618057194,-0.27180335618057194,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,service,S8,32,8433.90513745728,9347.039529452153,0.0,0.0,0.0,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,service,S,32,8433.90513745728,9347.039529452153,0.0,0.0,0.0,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,service,B0,32,8434.90513745728,9348.039529452153,-0.011914200478823916,-0.012204213751321658,-0.011624187206326174,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,service,B2,32,8456.90513745728,9370.039529452153,-0.27402661101295633,-0.28069691628039783,-0.26735630574551483,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,service,B8,32,8522.90513745728,9436.039529452153,-1.0603638426153532,-1.086175023867626,-1.0345526613630804,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__service,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,service,H2,32,8456.90513745728,9370.039529452153,-0.27402661101295633,-0.28069691628039783,-0.26735630574551483,12,135808,63,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,calendar,S8,32,10533.704080786136,10592.25,0.004288355779408142,-0.015178942454890609,0.023755654013706894,12,135808,118,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,calendar,S,32,10534.163239447493,10594.817351201815,0.0,0.0,0.0,12,135808,118,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,calendar,B0,32,10534.030508316193,10589.879851201813,0.0011663283145465421,-0.01943264761573163,0.021765304244824715,12,135808,118,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,calendar,B2,32,10557.61960414617,10604.5,-0.2229268018820206,-0.28427015352248286,-0.16158345024155837,12,135808,118,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,calendar,B8,32,10657.474935784194,10663.000000000002,-1.172191810877105,-1.3236889843325528,-1.0206946374216572,12,135808,118,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__calendar,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,calendar,H2,32,10557.61960414617,10604.5,-0.2229268018820206,-0.28427015352248286,-0.16158345024155837,12,135808,118,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,combined,S8,32,10499.8914211059,11985.17123011169,-0.04868319216811297,-0.17972433042159647,0.08235794608537055,12,135808,67,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,combined,S,32,10494.257870852882,11903.75735070607,0.0,0.0,0.0,12,135808,67,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,combined,B0,32,10500.622016915888,11986.671230111688,-0.05528597391054413,-0.1876158585043287,0.07704391068324043,12,135808,67,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,combined,B2,32,10528.752127033968,12007.171230111688,-0.3198834494543931,-0.4737150790116117,-0.16605181989717457,12,135808,67,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,combined,B8,32,10608.854418697942,12068.671230111688,-1.081382572242813,-1.2878354244906003,-0.8749297199950257,12,135808,67,False
flux2_klein4b_single_scaled_attention_aggregate_cond_resident__two_core__combined,fusion_conditioning_sensitivity,flux2_klein4b_single_scaled_attention_aggregate_cond_resident,two_core,combined,H2,32,10528.752127033968,12007.171230111688,-0.3198834494543931,-0.4737150790116117,-0.16605181989717457,12,135808,67,False
qwen35_full_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,service,S8,32,9110.931361632774,10291.168790999352,0.0,0.0,0.0,32,148736,152,True
qwen35_full_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,service,S,32,9110.931361632774,10291.168790999352,0.0,0.0,0.0,32,148736,152,True
qwen35_full_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,service,B0,32,9101.284660004661,10275.168790999352,0.10466324096787008,0.07492397779168421,0.13440250414405597,32,148736,152,True
qwen35_full_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,service,B2,32,9133.690910004661,10305.168790999352,-0.2538089715813945,-0.2978748401476372,-0.20974310301515173,32,148736,152,True
qwen35_full_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,service,B8,32,9232.19686037131,10395.168790999352,-1.3423232922989516,-1.4303980185140566,-1.2542485660838467,32,148736,152,True
qwen35_full_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,service,H2,32,9133.690910004661,10305.168790999352,-0.2538089715813945,-0.2978748401476372,-0.20974310301515173,32,148736,152,True
qwen35_full_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,calendar,S8,32,11902.70573589993,11948.5,-0.15206413733596996,-0.16670497036325355,-0.13742330430868638,32,148736,152,True
qwen35_full_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,calendar,S,32,11884.638715928815,11932.249999992498,0.0,0.0,0.0,32,148736,152,True
qwen35_full_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,calendar,B0,32,11885.770011577799,11932.5,-0.009526146199829513,-0.01239589885174163,-0.006656393547917397,32,148736,152,True
qwen35_full_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,calendar,B2,32,11916.217201927784,11962.230885323203,-0.265803947671168,-0.3126918534982568,-0.21891604184407917,32,148736,152,True
qwen35_full_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,calendar,B8,32,12007.113134059153,12054.0,-1.0312929275604479,-1.1526370540658304,-0.9099488010550654,32,148736,152,True
qwen35_full_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_full_decode,split_engine_ports,calendar,H2,32,11916.217201927784,11962.230885323203,-0.265803947671168,-0.3126918534982568,-0.21891604184407917,32,148736,152,True
qwen35_linear_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,service,S8,32,11434.692105904127,13368.723754841194,-0.3740341188320678,-0.405272150114532,-0.34279608754960356,30,196032,152,True
qwen35_linear_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,service,S,32,11392.358800359543,13325.786727819152,0.0,0.0,0.0,30,196032,152,True
qwen35_linear_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,service,B0,32,11425.068841776014,13352.723754841194,-0.29106193453526047,-0.3327658680657057,-0.24935800100481526,30,196032,152,True
qwen35_linear_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,service,B2,32,11459.943841776014,13386.723754841194,-0.599491605706523,-0.6481103837728819,-0.5508728276401642,30,196032,152,True
qwen35_linear_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,service,B8,32,11564.764553659343,13488.723754841194,-1.5262787410992669,-1.6000939929694686,-1.452463489229065,30,196032,152,True
qwen35_linear_decode__split_engine_ports__service,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,service,H2,32,11459.943841776014,13386.723754841194,-0.599491605706523,-0.6481103837728819,-0.5508728276401642,30,196032,152,True
qwen35_linear_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,calendar,S8,32,15225.836166505693,15279.061641894294,-0.4084545032952915,-0.4377461153986974,-0.37916289119188556,30,196032,152,True
qwen35_linear_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,calendar,S,32,15163.915371839768,15221.311641894294,0.0,0.0,0.0,30,196032,152,True
qwen35_linear_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,calendar,B0,32,15209.53272640965,15263.061641894294,-0.30092289971649766,-0.32783477195061245,-0.2740110274823829,30,196032,152,True
qwen35_linear_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,calendar,B2,32,15242.937688471897,15293.061206522672,-0.5212790947484609,-0.5602112277499653,-0.48234696174695646,30,196032,152,True
qwen35_linear_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,calendar,B8,32,15372.720072476888,15410.000000000004,-1.377177760860159,-1.4077323928811702,-1.3466231288391477,30,196032,152,True
qwen35_linear_decode__split_engine_ports__calendar,pipeline_port_sensitivity,qwen35_linear_decode,split_engine_ports,calendar,H2,32,15242.937688471897,15293.061206522672,-0.5212790947484609,-0.5602112277499653,-0.48234696174695646,30,196032,152,True
flux2_klein4b_double_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,service,S8,32,15287.953329558659,16483.160097673564,-0.09413837086533375,-0.10624039075264849,-0.08203635097801901,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,service,S,32,15273.572946521123,16473.794370379976,0.0,0.0,0.0,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,service,B0,32,16561.34337293022,18309.91157999372,-8.41841719987841,-9.404292691083931,-7.43254170867289,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,service,B2,32,16606.21837293022,18353.91157999372,-8.71292082626759,-9.697689317117993,-7.728152335417188,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,service,B8,32,16740.844916080165,18485.91157999372,-9.596441535996428,-10.57828473313793,-8.614598338854925,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,service,H2,32,16614.524670893632,18353.91157999372,-8.751627612305388,-9.70815688751733,-7.795098337093446,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,calendar,S8,32,19646.224725064618,19716.252900197844,-2.137094435812775,-2.3150017230628315,-1.9591871485627186,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,calendar,S,32,19235.42504198971,19334.94460049767,0.0,0.0,0.0,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,calendar,B0,32,20541.4810443982,20570.250000000004,-6.79098858135384,-6.930711169309571,-6.651265993398109,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,calendar,B2,32,20592.544455626048,20662.373706522674,-7.05625258639312,-7.197585251274093,-6.914919921512146,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,calendar,B8,32,20679.295973418208,20771.24853644637,-7.50649174016582,-7.548247735529575,-7.464735744802065,51,249152,151,True
flux2_klein4b_double_scaled__split_engine_ports__calendar,pipeline_port_sensitivity,flux2_klein4b_double_scaled,split_engine_ports,calendar,H2,32,22043.402321345715,22283.752888211577,-14.600273816532576,-15.195906976643986,-14.004640656421167,51,249152,151,True
flux2_klein4b_single_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,service,S8,32,12488.009790370359,13444.791761274031,-0.9036830406485699,-0.9235169799148043,-0.8838491013823354,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,service,S,32,12376.4158741357,13340.526395582958,0.0,0.0,0.0,23,160448,145,True
flux2_klein4b_single_scaled__split_engine_ports__service,pipeline_port_sensitivity,flux2_klein4b_single_scaled,split_engine_ports,service,B0,32,13259.4158741357,14223.526395582958,-7.149199593226318,-7.263268057588217,-7.035131128864419,23,160448,145,True
