config,group,case,target,mode,policy,n,latency_mean,latency_p95,paired_reduction_pct,ci95_low,ci95_high,tasks,sram_high_water_bytes,search_unique,search_budget_exhausted
flux2_klein4b_double_scaled__two_core__deterministic,main,flux2_klein4b_double_scaled,two_core,deterministic,H2,32,13473.0625,13473.0625,-4.127037797367468,-4.127037797367468,-4.127037797367468,51,249152,151,True
flux2_klein4b_double_scaled__two_core__service,main,flux2_klein4b_double_scaled,two_core,service,S8,32,13843.37133154104,15444.613471621706,-3.21164809371407,-3.6053564418807493,-2.817939745547391,51,249152,151,True
flux2_klein4b_double_scaled__two_core__service,main,flux2_klein4b_double_scaled,two_core,service,S,32,13415.891434686238,14767.013251445836,0.0,0.0,0.0,51,249152,151,True
flux2_klein4b_double_scaled__two_core__service,main,flux2_klein4b_double_scaled,two_core,service,B0,32,13842.16072297528,15444.613471621706,-3.1976642327277016,-3.5937328610912926,-2.8015956043641106,51,249152,151,True
flux2_klein4b_double_scaled__two_core__service,main,flux2_klein4b_double_scaled,two_core,service,B2,32,13891.766033803206,15488.613471621706,-3.571089763324623,-3.9740509374817523,-3.1681285891674933,51,249152,151,True
flux2_klein4b_double_scaled__two_core__service,main,flux2_klein4b_double_scaled,two_core,service,B8,32,14040.609783803206,15620.613471621706,-4.691634693523919,-5.121445814019415,-4.261823573028423,51,249152,151,True
flux2_klein4b_double_scaled__two_core__service,main,flux2_klein4b_double_scaled,two_core,service,H2,32,13887.599674985951,15488.613471621706,-3.54222636850062,-3.9608981738264486,-3.1235545631747916,51,249152,151,True
flux2_klein4b_double_scaled__two_core__calendar,main,flux2_klein4b_double_scaled,two_core,calendar,S8,32,18759.464615665456,18863.058137904,-1.2680934171076264,-1.3360438730571367,-1.200142961158116,51,249152,151,True
flux2_klein4b_double_scaled__two_core__calendar,main,flux2_klein4b_double_scaled,two_core,calendar,S,32,18524.567228284635,18609.85656899546,0.0,0.0,0.0,51,249152,151,True
flux2_klein4b_double_scaled__two_core__calendar,main,flux2_klein4b_double_scaled,two_core,calendar,B0,32,18763.01089418608,19011.462000622087,-1.2868637008610715,-1.4002264461000475,-1.1735009556220954,51,249152,151,True
flux2_klein4b_double_scaled__two_core__calendar,main,flux2_klein4b_double_scaled,two_core,calendar,B2,32,18821.86619592337,19052.791937216774,-1.6051668196644047,-1.7772371680476493,-1.43309647128116,51,249152,151,True
flux2_klein4b_double_scaled__two_core__calendar,main,flux2_klein4b_double_scaled,two_core,calendar,B8,32,19193.87646418955,19302.149446273357,-3.6130990521508184,-3.6763100534174273,-3.5498880508842094,51,249152,151,True
flux2_klein4b_double_scaled__two_core__calendar,main,flux2_klein4b_double_scaled,two_core,calendar,H2,32,18821.86619592337,19052.791937216774,-1.6051668196644047,-1.7772371680476493,-1.43309647128116,51,249152,151,True
flux2_klein4b_double_scaled__two_core__combined,main,flux2_klein4b_double_scaled,two_core,combined,S8,32,19283.941483497692,22305.137779001117,-1.390654132540684,-1.7087800577474388,-1.0725282073339293,51,249152,151,True
flux2_klein4b_double_scaled__two_core__combined,main,flux2_klein4b_double_scaled,two_core,combined,S,32,19022.792619875156,21725.405155820794,0.0,0.0,0.0,51,249152,151,True
flux2_klein4b_double_scaled__two_core__combined,main,flux2_klein4b_double_scaled,two_core,combined,B0,32,19362.36898345907,22264.924720088435,-1.8194157781570086,-2.556305932224683,-1.0825256240893344,51,249152,151,True
flux2_klein4b_double_scaled__two_core__combined,main,flux2_klein4b_double_scaled,two_core,combined,B2,32,19399.328214296907,22276.0590585102,-2.016471502442145,-2.6974408279759707,-1.335502176908319,51,249152,151,True
flux2_klein4b_double_scaled__two_core__combined,main,flux2_klein4b_double_scaled,two_core,combined,B8,32,19555.624658238794,22362.75748049298,-2.865293528045487,-3.5938651226907785,-2.136721933400196,51,249152,151,True
flux2_klein4b_double_scaled__two_core__combined,main,flux2_klein4b_double_scaled,two_core,combined,H2,32,19436.528476662676,22276.0590585102,-2.1966376635211438,-2.7399554136336413,-1.6533199134086465,51,249152,151,True
flux2_klein4b_double_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma16,service,S8,32,22807.92344035429,26161.186401246105,0.0,0.0,0.0,51,249152,152,True
flux2_klein4b_double_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma16,service,S,32,22807.92344035429,26161.186401246105,0.0,0.0,0.0,51,249152,152,True
flux2_klein4b_double_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma16,service,B0,32,23199.921840266896,26936.726037630786,-1.7219292413325549,-2.378490584313005,-1.0653678983521049,51,249152,152,True
flux2_klein4b_double_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma16,service,B2,32,23246.671840266896,26978.726037630786,-1.9287555691938636,-2.589487204284184,-1.2680239341035433,51,249152,152,True
flux2_klein4b_double_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma16,service,B8,32,23394.116291893235,27104.726037630786,-2.5985782011679777,-3.2285861291642775,-1.9685702731716779,51,249152,152,True
flux2_klein4b_double_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma16,service,H2,32,23870.58999905568,27146.90207596464,-4.7343740967941255,-5.399052263165669,-4.069695930422582,51,249152,152,True
flux2_klein4b_double_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma64,service,S8,32,9632.836478406292,10261.265302174479,0.0,0.0,0.0,51,249152,149,True
flux2_klein4b_double_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma64,service,S,32,9632.836478406292,10261.265302174479,0.0,0.0,0.0,51,249152,149,True
flux2_klein4b_double_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma64,service,B0,32,10096.182858211188,10834.635501708824,-4.8307556545612345,-5.406612974987954,-4.254898334134515,51,249152,149,True
flux2_klein4b_double_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma64,service,B2,32,10152.160767351315,10890.635501708823,-5.412990625796589,-5.9916296261370405,-4.834351625456138,51,249152,149,True
flux2_klein4b_double_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma64,service,B8,32,10320.16030377111,11058.635501708823,-7.160392874658866,-7.747735516636756,-6.573050232680976,51,249152,149,True
flux2_klein4b_double_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_double_scaled,dma64,service,H2,32,10152.150318894825,10890.635501708823,-5.4129012516483135,-5.991524029437382,-4.834278473859245,51,249152,149,True
flux2_klein4b_double_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram_one_port,service,S8,32,22117.12237024885,23945.231723395806,0.0,0.0,0.0,51,249152,152,True
flux2_klein4b_double_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram_one_port,service,S,32,22117.12237024885,23945.231723395806,0.0,0.0,0.0,51,249152,152,True
flux2_klein4b_double_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram_one_port,service,B0,32,22117.12237024885,23945.231723395806,0.0,0.0,0.0,51,249152,152,True
flux2_klein4b_double_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram_one_port,service,B2,32,22219.12237024885,24047.231723395806,-0.46245506861140157,-0.47109119563811225,-0.4538189415846909,51,249152,152,True
flux2_klein4b_double_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram_one_port,service,B8,32,22525.12237024885,24353.231723395806,-1.8498202744456067,-1.8843647825524494,-1.815275766338764,51,249152,152,True
flux2_klein4b_double_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram_one_port,service,H2,32,22219.12237024885,24047.231723395806,-0.46245506861140157,-0.47109119563811225,-0.4538189415846909,51,249152,152,True
flux2_klein4b_double_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_double_scaled,one_operand_slot,service,S8,32,15096.838184776765,16964.37503168512,-2.9984138656184784,-3.1800916669347252,-2.8167360643022317,51,150848,130,True
flux2_klein4b_double_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_double_scaled,one_operand_slot,service,S,32,14657.39497949052,16481.550410783173,0.0,0.0,0.0,51,150848,130,True
flux2_klein4b_double_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_double_scaled,one_operand_slot,service,B0,32,15150.927739743302,17013.6769001171,-3.3766351955559886,-3.611172153281853,-3.1420982378301243,51,150848,130,True
flux2_klein4b_double_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_double_scaled,one_operand_slot,service,B2,32,15214.894867505698,17075.6769001171,-3.8156538942472435,-4.054547218581409,-3.576760569913078,51,150848,130,True
flux2_klein4b_double_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_double_scaled,one_operand_slot,service,B8,32,15406.685988708046,17261.6769001171,-5.132045457813191,-5.38753892140664,-4.876551994219741,51,150848,130,True
flux2_klein4b_double_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_double_scaled,one_operand_slot,service,H2,32,15214.894867505698,17075.6769001171,-3.8156538942472435,-4.054547218581409,-3.576760569913078,51,150848,130,True
flux2_klein4b_double_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_double_scaled,four_operand_slots,service,S8,32,13885.071800826592,15389.172321097778,-3.0443559106232145,-3.602754232627966,-2.4859575886184633,51,306624,151,True
flux2_klein4b_double_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_double_scaled,four_operand_slots,service,S,32,13478.657659237466,14761.23277284903,0.0,0.0,0.0,51,306624,151,True
flux2_klein4b_double_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_double_scaled,four_operand_slots,service,B0,32,14264.595231492212,16018.189139383692,-5.902378957646655,-6.971940560185757,-4.832817355107553,51,306624,151,True
flux2_klein4b_double_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_double_scaled,four_operand_slots,service,B2,32,14356.919718020194,16076.189139383692,-6.577521612230094,-7.611358860218457,-5.543684364241731,51,306624,151,True
flux2_klein4b_double_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_double_scaled,four_operand_slots,service,B8,32,14553.640019390235,16250.189139383692,-8.04233872423464,-9.192377695049903,-6.892299753419376,51,306624,151,True
flux2_klein4b_double_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_double_scaled,four_operand_slots,service,H2,32,14356.919718020194,16076.189139383692,-6.577521612230094,-7.611358860218457,-5.543684364241731,51,306624,151,True
flux2_klein4b_double_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram2MiB,service,S8,32,13843.37133154104,15444.613471621706,-3.21164809371407,-3.6053564418807493,-2.817939745547391,51,249152,151,True
flux2_klein4b_double_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram2MiB,service,S,32,13415.891434686238,14767.013251445836,0.0,0.0,0.0,51,249152,151,True
flux2_klein4b_double_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram2MiB,service,B0,32,13842.16072297528,15444.613471621706,-3.1976642327277016,-3.5937328610912926,-2.8015956043641106,51,249152,151,True
flux2_klein4b_double_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram2MiB,service,B2,32,13891.766033803206,15488.613471621706,-3.571089763324623,-3.9740509374817523,-3.1681285891674933,51,249152,151,True
flux2_klein4b_double_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram2MiB,service,B8,32,14040.609783803206,15620.613471621706,-4.691634693523919,-5.121445814019415,-4.261823573028423,51,249152,151,True
flux2_klein4b_double_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram2MiB,service,H2,32,13887.599674985951,15488.613471621706,-3.54222636850062,-3.9608981738264486,-3.1235545631747916,51,249152,151,True
flux2_klein4b_double_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram8MiB,service,S8,32,13843.37133154104,15444.613471621706,-3.21164809371407,-3.6053564418807493,-2.817939745547391,51,249152,151,True
flux2_klein4b_double_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram8MiB,service,S,32,13415.891434686238,14767.013251445836,0.0,0.0,0.0,51,249152,151,True
flux2_klein4b_double_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram8MiB,service,B0,32,13842.16072297528,15444.613471621706,-3.1976642327277016,-3.5937328610912926,-2.8015956043641106,51,249152,151,True
flux2_klein4b_double_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram8MiB,service,B2,32,13891.766033803206,15488.613471621706,-3.571089763324623,-3.9740509374817523,-3.1681285891674933,51,249152,151,True
flux2_klein4b_double_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram8MiB,service,B8,32,14040.609783803206,15620.613471621706,-4.691634693523919,-5.121445814019415,-4.261823573028423,51,249152,151,True
flux2_klein4b_double_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_double_scaled,sram8MiB,service,H2,32,13887.599674985951,15488.613471621706,-3.54222636850062,-3.9608981738264486,-3.1235545631747916,51,249152,151,True
flux2_klein4b_single_scaled__two_core__deterministic,main,flux2_klein4b_single_scaled,two_core,deterministic,S8,32,10575.5625,10575.5625,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__two_core__deterministic,main,flux2_klein4b_single_scaled,two_core,deterministic,S,32,10575.5625,10575.5625,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__two_core__deterministic,main,flux2_klein4b_single_scaled,two_core,deterministic,B0,32,10576.5625,10576.5625,-0.009455761809360022,-0.009455761809360022,-0.009455761809360022,23,160448,110,False
flux2_klein4b_single_scaled__two_core__deterministic,main,flux2_klein4b_single_scaled,two_core,deterministic,B2,32,10620.5625,10620.5625,-0.425509281421201,-0.425509281421201,-0.425509281421201,23,160448,110,False
flux2_klein4b_single_scaled__two_core__deterministic,main,flux2_klein4b_single_scaled,two_core,deterministic,B8,32,10752.5625,10752.5625,-1.6736698402567238,-1.6736698402567238,-1.6736698402567238,23,160448,110,False
flux2_klein4b_single_scaled__two_core__deterministic,main,flux2_klein4b_single_scaled,two_core,deterministic,H2,32,10620.5625,10620.5625,-0.425509281421201,-0.425509281421201,-0.425509281421201,23,160448,110,False
flux2_klein4b_single_scaled__two_core__service,main,flux2_klein4b_single_scaled,two_core,service,S8,32,10474.509790370359,11431.291761274035,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__two_core__service,main,flux2_klein4b_single_scaled,two_core,service,S,32,10474.509790370359,11431.291761274035,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__two_core__service,main,flux2_klein4b_single_scaled,two_core,service,B0,32,10475.509790370359,11432.291761274035,-0.0095743674313251,-0.009754855489654036,-0.009393879372996163,23,160448,110,False
flux2_klein4b_single_scaled__two_core__service,main,flux2_klein4b_single_scaled,two_core,service,B2,32,10519.509790370359,11476.291761274035,-0.43084653440963006,-0.43896849703443236,-0.42272457178482775,23,160448,110,False
flux2_klein4b_single_scaled__two_core__service,main,flux2_klein4b_single_scaled,two_core,service,B8,32,10651.509790370359,11608.291761274035,-1.6946630353445438,-1.7266094216687655,-1.662716649020322,23,160448,110,False
flux2_klein4b_single_scaled__two_core__service,main,flux2_klein4b_single_scaled,two_core,service,H2,32,10519.509790370359,11476.291761274035,-0.43084653440963006,-0.43896849703443236,-0.42272457178482775,23,160448,110,False
flux2_klein4b_single_scaled__two_core__calendar,main,flux2_klein4b_single_scaled,two_core,calendar,S8,32,13249.82973448484,13366.73220627575,0.0,0.0,0.0,23,160448,140,True
flux2_klein4b_single_scaled__two_core__calendar,main,flux2_klein4b_single_scaled,two_core,calendar,S,32,13249.82973448484,13366.73220627575,0.0,0.0,0.0,23,160448,140,True
flux2_klein4b_single_scaled__two_core__calendar,main,flux2_klein4b_single_scaled,two_core,calendar,B0,32,13249.82973448484,13366.73220627575,0.0,0.0,0.0,23,160448,140,True
flux2_klein4b_single_scaled__two_core__calendar,main,flux2_klein4b_single_scaled,two_core,calendar,B2,32,13281.870833477153,13405.621053979427,-0.24266459709590077,-0.3950859141482092,-0.09024328004359233,23,160448,140,True
flux2_klein4b_single_scaled__two_core__calendar,main,flux2_klein4b_single_scaled,two_core,calendar,B8,32,13447.999248346694,13531.110738415116,-1.4994256160607884,-1.790610833376806,-1.2082403987447707,23,160448,140,True
flux2_klein4b_single_scaled__two_core__calendar,main,flux2_klein4b_single_scaled,two_core,calendar,H2,32,13281.870833477153,13405.621053979427,-0.24266459709590077,-0.3950859141482092,-0.09024328004359233,23,160448,140,True
flux2_klein4b_single_scaled__two_core__combined,main,flux2_klein4b_single_scaled,two_core,combined,S8,32,13171.374269687132,14763.833060255285,-0.19590639229721307,-0.44090232763869475,0.0490895430442686,23,160448,140,True
flux2_klein4b_single_scaled__two_core__combined,main,flux2_klein4b_single_scaled,two_core,combined,S,32,13147.173354894596,14657.876655923723,0.0,0.0,0.0,23,160448,140,True
flux2_klein4b_single_scaled__two_core__combined,main,flux2_klein4b_single_scaled,two_core,combined,B0,32,13163.116903662652,14762.083060255285,-0.1389553964863706,-0.4371136396051637,0.15920284663242254,23,160448,140,True
flux2_klein4b_single_scaled__two_core__combined,main,flux2_klein4b_single_scaled,two_core,combined,B2,32,13209.868065988634,14829.379157328509,-0.49324436378809344,-0.748211436171443,-0.23827729140474385,23,160448,140,True
flux2_klein4b_single_scaled__two_core__combined,main,flux2_klein4b_single_scaled,two_core,combined,B8,32,13324.375225014128,14911.226942968602,-1.371969625078283,-1.621881191590277,-1.1220580585662887,23,160448,140,True
flux2_klein4b_single_scaled__two_core__combined,main,flux2_klein4b_single_scaled,two_core,combined,H2,32,13209.868065988634,14829.379157328509,-0.49324436378809344,-0.748211436171443,-0.23827729140474385,23,160448,140,True
flux2_klein4b_single_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma16,service,S8,32,14894.524692176758,16820.81778715174,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma16,service,S,32,14894.524692176758,16820.81778715174,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma16,service,B0,32,14895.524692176758,16821.81778715174,-0.00675203310710207,-0.006931314924124549,-0.0065727512900795905,23,160448,110,False
flux2_klein4b_single_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma16,service,B2,32,14939.524692176758,16865.81778715174,-0.30384148981959314,-0.3119091715856047,-0.29577380805358156,23,160448,110,False
flux2_klein4b_single_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma16,service,B8,32,15071.524692176758,16997.81778715174,-1.1951098599570662,-1.226842741570045,-1.1633769783440875,23,160448,110,False
flux2_klein4b_single_scaled__dma16__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma16,service,H2,32,14939.524692176758,16865.81778715174,-0.30384148981959314,-0.3119091715856047,-0.29577380805358156,23,160448,110,False
flux2_klein4b_single_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma64,service,S8,32,8264.50233946716,8736.528748335179,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma64,service,S,32,8264.50233946716,8736.528748335179,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma64,service,B0,32,8265.50233946716,8737.528748335179,-0.01211391883796868,-0.012258814203281515,-0.011969023472655846,23,160448,110,False
flux2_klein4b_single_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma64,service,B2,32,8309.50233946716,8781.528748335179,-0.5451263477085906,-0.5516466391476682,-0.538606056269513,23,160448,110,False
flux2_klein4b_single_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma64,service,B8,32,8441.50233946716,8913.528748335179,-2.1441636343204573,-2.1698101139808292,-2.1185171546600854,23,160448,110,False
flux2_klein4b_single_scaled__dma64__service,hardware_sensitivity,flux2_klein4b_single_scaled,dma64,service,H2,32,8309.50233946716,8781.528748335179,-0.5451263477085906,-0.5516466391476682,-0.538606056269513,23,160448,110,False
flux2_klein4b_single_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram_one_port,service,S8,32,11339.509790370359,12296.291761274035,-9.681033424444777e-16,-3.861915516571519e-15,1.9257088316825643e-15,23,160448,141,False
flux2_klein4b_single_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram_one_port,service,S,32,11339.509790370359,12296.291761274035,0.0,0.0,0.0,23,160448,141,False
flux2_klein4b_single_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram_one_port,service,B0,32,11340.509790370359,12297.291761274035,-0.008840291152957579,-0.008994168349590173,-0.008686413956324985,23,160448,141,False
flux2_klein4b_single_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram_one_port,service,B2,32,11386.509790370359,12343.291761274035,-0.41549368418900673,-0.42272591243073876,-0.4082614559472747,23,160448,141,False
flux2_klein4b_single_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram_one_port,service,B8,32,11524.509790370359,12481.291761274035,-1.6354538632971531,-1.6639211446741828,-1.6069865819201234,23,160448,141,False
flux2_klein4b_single_scaled__sram_one_port__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram_one_port,service,H2,32,11386.509790370359,12343.291761274035,-0.41549368418900673,-0.42272591243073876,-0.4082614559472747,23,160448,141,False
flux2_klein4b_single_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_single_scaled,one_operand_slot,service,S8,32,10484.509790370359,11441.291761274031,-0.009566100770827908,-0.009746277337518016,-0.009385924204137799,23,135872,34,False
flux2_klein4b_single_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_single_scaled,one_operand_slot,service,S,32,10483.509790370359,11440.291761274031,0.0,0.0,0.0,23,135872,34,False
flux2_klein4b_single_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_single_scaled,one_operand_slot,service,B0,32,10484.509790370359,11441.291761274031,-0.009566100770827908,-0.009746277337518016,-0.009385924204137799,23,135872,34,False
flux2_klein4b_single_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_single_scaled,one_operand_slot,service,B2,32,10528.509790370359,11485.291761274031,-0.4304745346872559,-0.43858248018831075,-0.422366589186201,23,135872,34,False
flux2_klein4b_single_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_single_scaled,one_operand_slot,service,B8,32,10660.509790370359,11617.291761274031,-1.6931998364365404,-1.7250910887406896,-1.6613085841323911,23,135872,34,False
flux2_klein4b_single_scaled__one_operand_slot__service,hardware_sensitivity,flux2_klein4b_single_scaled,one_operand_slot,service,H2,32,10528.509790370359,11485.291761274031,-0.4304745346872559,-0.43858248018831075,-0.422366589186201,23,135872,34,False
flux2_klein4b_single_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_single_scaled,four_operand_slots,service,S8,32,10474.509790370359,11431.291761274033,0.0,0.0,0.0,23,195264,152,True
flux2_klein4b_single_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_single_scaled,four_operand_slots,service,S,32,10474.509790370359,11431.291761274033,0.0,0.0,0.0,23,195264,152,True
flux2_klein4b_single_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_single_scaled,four_operand_slots,service,B0,32,10477.509790370359,11434.291761274033,-0.02872310229397697,-0.029264566468964075,-0.02818163811898987,23,195264,152,True
flux2_klein4b_single_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_single_scaled,four_operand_slots,service,B2,32,10521.509790370359,11478.291761274033,-0.44999526927228134,-0.4584782080137416,-0.44151233053082106,23,195264,152,True
flux2_klein4b_single_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_single_scaled,four_operand_slots,service,B8,32,10653.509790370359,11610.291761274033,-1.713811770207194,-1.746119132648074,-1.681504407766314,23,195264,152,True
flux2_klein4b_single_scaled__four_operand_slots__service,hardware_sensitivity,flux2_klein4b_single_scaled,four_operand_slots,service,H2,32,10521.509790370359,11478.291761274033,-0.44999526927228134,-0.4584782080137416,-0.44151233053082106,23,195264,152,True
flux2_klein4b_single_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram2MiB,service,S8,32,10474.509790370359,11431.291761274035,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram2MiB,service,S,32,10474.509790370359,11431.291761274035,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram2MiB,service,B0,32,10475.509790370359,11432.291761274035,-0.0095743674313251,-0.009754855489654036,-0.009393879372996163,23,160448,110,False
flux2_klein4b_single_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram2MiB,service,B2,32,10519.509790370359,11476.291761274035,-0.43084653440963006,-0.43896849703443236,-0.42272457178482775,23,160448,110,False
flux2_klein4b_single_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram2MiB,service,B8,32,10651.509790370359,11608.291761274035,-1.6946630353445438,-1.7266094216687655,-1.662716649020322,23,160448,110,False
flux2_klein4b_single_scaled__sram2MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram2MiB,service,H2,32,10519.509790370359,11476.291761274035,-0.43084653440963006,-0.43896849703443236,-0.42272457178482775,23,160448,110,False
flux2_klein4b_single_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram8MiB,service,S8,32,10474.509790370359,11431.291761274035,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram8MiB,service,S,32,10474.509790370359,11431.291761274035,0.0,0.0,0.0,23,160448,110,False
flux2_klein4b_single_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram8MiB,service,B0,32,10475.509790370359,11432.291761274035,-0.0095743674313251,-0.009754855489654036,-0.009393879372996163,23,160448,110,False
flux2_klein4b_single_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram8MiB,service,B2,32,10519.509790370359,11476.291761274035,-0.43084653440963006,-0.43896849703443236,-0.42272457178482775,23,160448,110,False
flux2_klein4b_single_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram8MiB,service,B8,32,10651.509790370359,11608.291761274035,-1.6946630353445438,-1.7266094216687655,-1.662716649020322,23,160448,110,False
flux2_klein4b_single_scaled__sram8MiB__service,hardware_sensitivity,flux2_klein4b_single_scaled,sram8MiB,service,H2,32,10519.509790370359,11476.291761274035,-0.43084653440963006,-0.43896849703443236,-0.42272457178482775,23,160448,110,False
qwen35_full_decode_attention_fused__two_core__deterministic,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,deterministic,S8,32,8034.5,8034.5,-1.9347881248414107,-1.9347881248414107,-1.9347881248414107,28,149824,151,True
qwen35_full_decode_attention_fused__two_core__deterministic,fusion_conditioning_sensitivity,qwen35_full_decode_attention_fused,two_core,deterministic,S,32,7882.0,7882.0,0.0,0.0,0.0,28,149824,151,True
